,id,code,name,population,prevalence,incidence_7,prevalence_100k,incidence_7_100k,country
154,PL-t1418,t1418,piaseczyński,189418,,908,,479.36310171155856,Poland
155,PL-t1419,t1419,płocki,111111,,232,,208.80020880020882,Poland
156,PL-t1420,t1420,płoński,86792,,218,,251.17522352290533,Poland
157,PL-t1421,t1421,pruszkowski,166575,,875,,525.2889088998949,Poland
158,PL-t1422,t1422,przasnyski,52315,,78,,149.09681735639876,Poland
159,PL-t1423,t1423,przysuski,41298,,72,,174.34258317594072,Poland
160,PL-t1424,t1424,pułtuski,51843,,81,,156.24095827787744,Poland
161,PL-t1425,t1425,radomski,152431,,266,,174.50518595298857,Poland
162,PL-t1426,t1426,siedlecki,81206,,158,,194.56690392335543,Poland
163,PL-t1427,t1427,sierpecki,51746,,123,,237.69953233100145,Poland
164,PL-t1428,t1428,sochaczewski,85050,,261,,306.8783068783069,Poland
165,PL-t1429,t1429,sokołowski,53619,,105,,195.82610641750128,Poland
166,PL-t1430,t1430,szydłowiecki,39427,,64,,162.32531006670555,Poland
167,PL-t1432,t1432,warszawski zachodni,119552,,664,,555.406852248394,Poland
168,PL-t1433,t1433,węgrowski,65728,,125,,190.17770204479066,Poland
169,PL-t1434,t1434,wołomiński,251402,,1155,,459.42355271636666,Poland
170,PL-t1435,t1435,wyszkowski,74359,,167,,224.5861294530588,Poland
171,PL-t1436,t1436,zwoleński,36021,,45,,124.92712584325811,Poland
172,PL-t1437,t1437,żuromiński,38462,,121,,314.59622484530183,Poland
173,PL-t1438,t1438,żyrardowski,75585,,193,,255.34166832043397,Poland
174,PL-t1461,t1461,Ostrołęka,51836,,75,,144.68709005324484,Poland
175,PL-t1462,t1462,Płock,119005,,316,,265.53506155203564,Poland
176,PL-t1463,t1463,Radom,210948,,461,,218.53726984849345,Poland
177,PL-t1464,t1464,Siedlce,78387,,192,,244.9385739982395,Poland
178,PL-t1465,t1465,Warszawa,1793947,,11460,,638.8148590788915,Poland
179,PL-t1601,t1601,brzeski,89725,,151,,168.29200334354974,Poland
180,PL-t1602,t1602,głubczycki,45333,,74,,163.23649438598815,Poland
181,PL-t1603,t1603,kędzierzyńsko-kozielski,93501,,372,,397.85670741489395,Poland
182,PL-t1604,t1604,kluczborski,65306,,86,,131.68774691452546,Poland
183,PL-t1605,t1605,krapkowicki,63492,,162,,255.15025515025513,Poland
184,PL-t1606,t1606,namysłowski,42748,,103,,240.94694488631046,Poland
185,PL-t1607,t1607,nyski,135350,,380,,280.7536017731806,Poland
186,PL-t1608,t1608,oleski,64205,,153,,238.2991978817849,Poland
187,PL-t1609,t1609,opolski,124260,,402,,323.5152100434573,Poland
188,PL-t1610,t1610,prudnicki,55556,,123,,221.39822881416947,Poland
189,PL-t1611,t1611,strzelecki,74194,,295,,397.6062754400625,Poland
190,PL-t1661,t1661,Opole,127992,,502,,392.21201325082814,Poland
191,PL-t1801,t1801,bieszczadzki,21605,,57,,263.82781763480676,Poland
192,PL-t1802,t1802,brzozowski,65502,,193,,294.64749167964334,Poland
193,PL-t1803,t1803,dębicki,135227,,440,,325.37880748667055,Poland
194,PL-t1804,t1804,jarosławski,119874,,291,,242.75489263726917,Poland
195,PL-t1805,t1805,jasielski,113086,,317,,280.3176343667651,Poland
196,PL-t1806,t1806,kolbuszowski,62315,,244,,391.55901468346303,Poland
197,PL-t1807,t1807,krośnieński,111991,,293,,261.62816654909767,Poland
198,PL-t1808,t1808,leżajski,69277,,359,,518.2095067627063,Poland
199,PL-t1809,t1809,lubaczowski,54859,,120,,218.74259465174353,Poland
200,PL-t1810,t1810,łańcucki,81134,,280,,345.1080927847758,Poland
201,PL-t1811,t1811,mielecki,136735,,393,,287.41726697626797,Poland
202,PL-t1812,t1812,niżański,66478,,188,,282.80032491952227,Poland
203,PL-t1813,t1813,przemyski,73770,,183,,248.0683204554697,Poland
204,PL-t1814,t1814,przeworski,78153,,373,,477.2689468094635,Poland
205,PL-t1815,t1815,ropczycko-sędziszowski,74705,,189,,252.99511411552106,Poland
206,PL-t1816,t1816,rzeszowski,169935,,792,,466.06055256421575,Poland
207,PL-t1817,t1817,sanocki,94259,,353,,374.5000477407993,Poland
208,PL-t1818,t1818,stalowowolski,106095,,289,,272.39737970686645,Poland
209,PL-t1819,t1819,strzyżowski,61162,,144,,235.4403060723979,Poland
210,PL-t1820,t1820,tarnobrzeski,52922,,124,,234.3070934582971,Poland
211,PL-t1821,t1821,leski,26415,,95,,359.6441415862199,Poland
212,PL-t1861,t1861,Krosno,46168,,157,,340.0623808698666,Poland
213,PL-t1862,t1862,Przemyśl,60489,,168,,277.7364479492139,Poland
214,PL-t1863,t1863,Rzeszów,196903,,1248,,633.8146193811166,Poland
215,PL-t1864,t1864,Tarnobrzeg,46564,,87,,186.83961858946824,Poland
216,PL-t2001,t2001,augustowski,57884,,55,,95.01762144979614,Poland
217,PL-t2002,t2002,białostocki,150335,,304,,202.2150530481924,Poland
218,PL-t2003,t2003,bielski,54170,,128,,236.29315119069594,Poland
219,PL-t2004,t2004,grajewski,46967,,49,,104.32857112440651,Poland
220,PL-t2005,t2005,hajnowski,42321,,96,,226.83774012901398,Poland
221,PL-t2006,t2006,kolneński,37983,,43,,113.20854066292816,Poland
222,PL-t2007,t2007,łomżyński,50874,,89,,174.94201360223298,Poland
223,PL-t2008,t2008,moniecki,40222,,52,,129.2824822236587,Poland
224,PL-t2009,t2009,sejneński,19950,,31,,155.38847117794487,Poland
225,PL-t2010,t2010,siemiatycki,43807,,55,,125.55071107357271,Poland
226,PL-t2011,t2011,sokólski,66265,,39,,58.85459895872633,Poland
227,PL-t2012,t2012,suwalski,35581,,23,,64.64124111182934,Poland
228,PL-t2013,t2013,wysokomazowiecki,56543,,49,,86.65971030896839,Poland
229,PL-t2014,t2014,zambrowski,43478,,78,,179.40107640645843,Poland
230,PL-t2061,t2061,Białystok,297593,,723,,242.94926291949074,Poland
231,PL-t2062,t2062,Łomża,62772,,114,,181.6096348690499,Poland
232,PL-t2063,t2063,Suwałki,69692,,66,,94.70240486712966,Poland
233,PL-t2201,t2201,bytowski,79007,,161,,203.77941195083977,Poland
234,PL-t2202,t2202,chojnicki,97629,,196,,200.760020076002,Poland
235,PL-t2203,t2203,człuchowski,55743,,65,,116.60656943472723,Poland
236,PL-t2204,t2204,gdański,119377,,497,,416.32810340350323,Poland
237,PL-t2205,t2205,kartuski,140727,,486,,345.34950649129166,Poland
238,PL-t2206,t2206,kościerski,72878,,141,,193.47402508301545,Poland
239,PL-t2207,t2207,kwidzyński,83100,,298,,358.604091456077,Poland
240,PL-t2208,t2208,lęborski,66070,,136,,205.8422884819131,Poland
241,PL-t2209,t2209,malborski,63363,,103,,162.55543455960103,Poland
242,PL-t2210,t2210,nowodworski,35484,,117,,329.72607372336824,Poland
243,PL-t2211,t2211,pucki,87143,,403,,462.4582582651504,Poland
244,PL-t2212,t2212,słupski,98745,,194,,196.46564383006734,Poland
245,PL-t2213,t2213,starogardzki,128173,,335,,261.3654981938474,Poland
246,PL-t2214,t2214,tczewski,115636,,375,,324.2934726209831,Poland
247,PL-t2215,t2215,wejherowski,218641,,663,,303.23681285760676,Poland
248,PL-t2216,t2216,sztumski,41148,,53,,128.80334402644112,Poland
249,PL-t2261,t2261,Gdańsk,471591,,2530,,536.4818242926603,Poland
250,PL-t2262,t2262,Gdynia,245863,,1180,,479.94208156575,Poland
251,PL-t2263,t2263,Słupsk,90296,,198,,219.2788163373793,Poland
252,PL-t2264,t2264,Sopot,35563,,183,,514.5797598627788,Poland
253,PL-t2401,t2401,będziński,147651,,474,,321.02728731942216,Poland
254,PL-t2402,t2402,bielski,166362,,824,,495.3054183046609,Poland
255,PL-t2403,t2403,cieszyński,177722,,515,,289.7784179786408,Poland
256,PL-t2404,t2404,częstochowski,134304,,272,,202.5256135334763,Poland
257,PL-t2405,t2405,gliwicki,115656,,498,,430.5872587673791,Poland
258,PL-t2406,t2406,kłobucki,84459,,195,,230.8812559940326,Poland
259,PL-t2407,t2407,lubliniecki,76289,,271,,355.22814560421557,Poland
260,PL-t2408,t2408,mikołowski,99133,,599,,604.238749962172,Poland
261,PL-t2409,t2409,myszkowski,70724,,117,,165.4318194672247,Poland
262,PL-t2410,t2410,pszczyński,111864,,341,,304.8344418222127,Poland
263,PL-t2411,t2411,raciborski,107692,,352,,326.85807673736207,Poland
264,PL-t2412,t2412,rybnicki,78189,,392,,501.34929465781636,Poland
265,PL-t2413,t2413,tarnogórski,140808,,619,,439.60570422135106,Poland
266,PL-t2414,t2414,bieruńsko-lędziński,59937,,278,,463.8203446952633,Poland
267,PL-t2415,t2415,wodzisławski,156627,,489,,312.2067076557682,Poland
268,PL-t2416,t2416,zawierciański,117257,,328,,279.72743631510275,Poland
269,PL-t2417,t2417,żywiecki,152344,,665,,436.51210418526495,Poland
270,PL-t2461,t2461,Bielsko-Biała,170213,,804,,472.34935051964305,Poland
271,PL-t2462,t2462,Bytom,164524,,629,,382.3150421822956,Poland
272,PL-t2463,t2463,Chorzów,107374,,383,,356.6971520107288,Poland
273,PL-t2464,t2464,Częstochowa,219388,,596,,271.664813025325,Poland
274,PL-t2465,t2465,Dąbrowa Górnicza,118984,,419,,352.1481879916627,Poland
275,PL-t2466,t2466,Gliwice,178195,,679,,381.0432391481242,Poland
276,PL-t2467,t2467,Jastrzębie-Zdrój,88300,,275,,311.4382785956965,Poland
277,PL-t2468,t2468,Jaworzno,90909,,226,,248.6002486002486,Poland
278,PL-t2469,t2469,Katowice,291712,,1258,,431.24725756910925,Poland
279,PL-t2470,t2470,Mysłowice,74646,,323,,432.7090533987086,Poland
280,PL-t2471,t2471,Piekary Śląskie,54813,,198,,361.2281757977122,Poland
281,PL-t2472,t2472,Ruda Śląska,136691,,609,,445.53042994783857,Poland
282,PL-t2473,t2473,Rybnik,137667,,562,,408.2314570666899,Poland
283,PL-t2474,t2474,Siemianowice Śląskie,66667,,238,,356.99821500892494,Poland
284,PL-t2475,t2475,Sosnowiec,198925,,681,,342.3400779188136,Poland
285,PL-t2476,t2476,Świętochłowice,49307,,153,,310.300768653538,Poland
286,PL-t2477,t2477,Tychy,127049,,426,,335.30370172138305,Poland
287,PL-t2478,t2478,Zabrze,171875,,614,,357.23636363636365,Poland
288,PL-t2479,t2479,Żory,62500,,222,,355.2,Poland
289,PL-t2601,t2601,buski,71429,,163,,228.19863080821514,Poland
290,PL-t2602,t2602,jędrzejowski,85106,,171,,200.92590416656876,Poland
291,PL-t2603,t2603,kazimierski,33473,,87,,259.9109730230335,Poland
292,PL-t2604,t2604,kielecki,211180,,532,,251.91779524576188,Poland
293,PL-t2605,t2605,konecki,79470,,164,,206.36718258462312,Poland
294,PL-t2606,t2606,opatowski,51881,,47,,90.59193153562961,Poland
295,PL-t2607,t2607,ostrowiecki,108434,,145,,133.72189534647805,Poland
296,PL-t2608,t2608,pińczowski,38652,,76,,196.62630653006315,Poland
297,PL-t2609,t2609,sandomierski,76843,,173,,225.13436487383368,Poland
298,PL-t2610,t2610,skarżyski,73583,,177,,240.54469102917793,Poland
299,PL-t2611,t2611,starachowicki,89021,,174,,195.45949832062095,Poland
300,PL-t2612,t2612,staszowski,71429,,137,,191.79884920690478,Poland
301,PL-t2613,t2613,włoszczowski,45016,,72,,159.94313133108227,Poland
302,PL-t2661,t2661,Kielce,194175,,485,,249.77468778164027,Poland
303,PL-t2801,t2801,bartoszycki,56901,,142,,249.55624681464298,Poland
304,PL-t2802,t2802,braniewski,40929,,86,,210.11996383982017,Poland
305,PL-t2803,t2803,działdowski,64979,,186,,286.246325736007,Poland
306,PL-t2804,t2804,elbląski,56872,,107,,188.14179209452806,Poland
307,PL-t2805,t2805,ełcki,91613,,203,,221.58427297435955,Poland
308,PL-t2806,t2806,giżycki,56472,,119,,210.72389856920245,Poland
309,PL-t2807,t2807,iławski,92840,,215,,231.58121499353726,Poland
310,PL-t2808,t2808,kętrzyński,62053,,136,,219.1674858588626,Poland
311,PL-t2809,t2809,lidzbarski,41009,,95,,231.65646565388087,Poland
312,PL-t2810,t2810,mrągowski,49616,,145,,292.2444372782973,Poland
313,PL-t2811,t2811,nidzicki,32748,,104,,317.5766459020398,Poland
314,PL-t2812,t2812,nowomiejski,43767,,132,,301.5970937007334,Poland
315,PL-t2813,t2813,olecki,34091,,39,,114.39969493414685,Poland
316,PL-t2814,t2814,olsztyński,127188,,423,,332.57854514576843,Poland
317,PL-t2815,t2815,ostródzki,103874,,277,,266.6692338795079,Poland
318,PL-t2816,t2816,piski,55935,,115,,205.59578081701977,Poland
319,PL-t2817,t2817,szczycieński,69266,,202,,291.6293708312881,Poland
320,PL-t2818,t2818,gołdapski,26600,,38,,142.85714285714286,Poland
321,PL-t2819,t2819,węgorzewski,22560,,25,,110.81560283687944,Poland
322,PL-t2861,t2861,Elbląg,118952,,269,,226.14163696280852,Poland
323,PL-t2862,t2862,Olsztyn,171864,,720,,418.93590280687056,Poland
324,PL-t3001,t3001,chodzieski,46980,,112,,238.399318859089,Poland
325,PL-t3002,t3002,czarnkowsko-trzcianecki,86829,,208,,239.55130198436004,Poland
326,PL-t3003,t3003,gnieźnieński,145513,,337,,231.59442798925184,Poland
327,PL-t3004,t3004,gostyński,75862,,76,,100.18190925628114,Poland
328,PL-t3005,t3005,grodziski,51893,,85,,163.79858555103772,Poland
329,PL-t3006,t3006,jarociński,71429,,121,,169.39898360609837,Poland
330,PL-t3007,t3007,kaliski,83333,,147,,176.4007056028224,Poland
331,PL-t3008,t3008,kępiński,56376,,83,,147.22576983113382,Poland
332,PL-t3009,t3009,kolski,86420,,98,,113.39967600092571,Poland
333,PL-t3010,t3010,koniński,130125,,174,,133.71757925072046,Poland
334,PL-t3011,t3011,kościański,79167,,121,,152.84146172016116,Poland
335,PL-t3012,t3012,krotoszyński,77220,,126,,163.17016317016316,Poland
336,PL-t3013,t3013,leszczyński,57569,,85,,147.64890826660184,Poland
337,PL-t3014,t3014,międzychodzki,36474,,48,,131.6005922026649,Poland
338,PL-t3015,t3015,nowotomyski,75640,,201,,265.73241671073504,Poland
339,PL-t3016,t3016,obornicki,59748,,106,,177.41179621075182,Poland
340,PL-t3017,t3017,ostrowski,161392,,342,,211.90641419649054,Poland
341,PL-t3018,t3018,ostrzeszowski,55484,,73,,131.56946146636867,Poland
342,PL-t3019,t3019,pilski,135849,,282,,207.58341982642492,Poland
343,PL-t3020,t3020,pleszewski,62907,,147,,233.678286995088,Poland
344,PL-t3021,t3021,poznański,403488,,1822,,451.56237608057734,Poland
345,PL-t3022,t3022,rawicki,60241,,84,,139.4399163360502,Poland
346,PL-t3023,t3023,słupecki,58943,,101,,171.35198412025179,Poland
347,PL-t3024,t3024,szamotulski,91581,,228,,248.95993710485797,Poland
348,PL-t3025,t3025,średzki,59016,,159,,269.4184627897519,Poland
349,PL-t3026,t3026,śremski,61392,,77,,125.42350794891844,Poland
350,PL-t3027,t3027,turecki,83832,,111,,132.40767248783283,Poland
351,PL-t3028,t3028,wągrowiecki,70254,,98,,139.49383664987047,Poland
352,PL-t3029,t3029,wolsztyński,57592,,70,,121.54465898041394,Poland
353,PL-t3030,t3030,wrzesiński,78224,,172,,219.88136633258335,Poland
354,PL-t3031,t3031,złotowski,69430,,115,,165.63445196600895,Poland
355,PL-t3061,t3061,Kalisz,100000,,212,,212.0,Poland
356,PL-t3062,t3062,Konin,73171,,102,,139.39948886854083,Poland
357,PL-t3063,t3063,Leszno,63191,,115,,181.9879413207577,Poland
358,PL-t3064,t3064,Poznań,534204,,2726,,510.29194839424645,Poland
359,PL-t3201,t3201,białogardzki,47473,,78,,164.3039201230173,Poland
360,PL-t3202,t3202,choszczeński,48041,,56,,116.56709893632522,Poland
361,PL-t3203,t3203,drawski,56837,,160,,281.50676495944543,Poland
362,PL-t3204,t3204,goleniowski,82445,,260,,315.36175632239673,Poland
363,PL-t3205,t3205,gryficki,60039,,90,,149.902563333833,Poland
364,PL-t3206,t3206,gryfiński,81553,,233,,285.70377545890403,Poland
365,PL-t3207,t3207,kamieński,46875,,74,,157.86666666666665,Poland
